tiktok_link,tiktok_description,tiktok_hashtag,username,tiktok_views,posted_date,tiktok_image,extracted_date
https://www.tiktok.com/@imahmaya1/video/7196817446098046234,Dia Perdana Menteri. Dia juga Menteri Kewangan. Kemudian diam-diam dia lantik anak dia jadi penasihat. Penasihat pulak jaga tender. Kiranya projek-projek kerajaan kena lalu Nurul Izzah dulu ke? #bendabetul  #fyp  #reformasi  #pakatanharapan  #perikatannasional  #anwaribrahim  #pmx  #nurulizzah  #malanon ,#bendabetul #fyp #reformasi #pakatanharapan #perikatannasional #anwaribrahim #pmx #nurulizzah #malanon,imahmaya1,2220,2023-02-06,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/18c3966b2d8141ecbf0697405098ae38_1675639713?x-expires=1675854000&x-signature=UITWAAB3wcehZOLGijqymJNAZ34%3D,2023-02-08
https://www.tiktok.com/@teroltv_/video/7128594901314424090,Tahniah buat Datuk Seri Anwar Ibrahim terima menantu baru #TerolTV  #anwaribrahim  #nurulizzahanwar  #viraltiktok  #beritatiktok  #fylpシ  #fypmalaysia ,#TerolTV #anwaribrahim #nurulizzahanwar #viraltiktok #beritatiktok #fylp #fypmalaysia,teroltv_,623.2K,2022-08-02022,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/7a5db6c4806e4fe3b3408faacf5abe22?x-expires=1675854000&x-signature=VO576lBowc4%2Bm8gmIXtdhnhus0M%3D,2023-02-08
https://www.tiktok.com/@bendabetul/video/7197343151751826715,Seminggu dua ni macam banyak sangat kecelaruan yang dilakukan oleh kerajaan AnwarZahid ni.  Hangpa sempat update dak apa depa buat? Mai sini kami habaq kat hangpa. #bendabetul  #fyp  #reformasi  #pakatanharapan  #perikatannasional  #anwaribrahim  #pmx  #nurulizzah  #rafiziramli  #matsabu  #umno  #zahidhamidi  ,#bendabetul #fyp #reformasi #pakatanharapan #perikatannasional #anwaribrahim #pmx #nurulizzah #rafiziramli #matsabu #umno #zahidhamidi,bendabetul,662.7K,2023-02-07,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/b22314eb376a479790f837ec95956188_1675762108~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/493bd2bdef1840d39af4fb4469876dd8.image?x-expires=1675854000&x-signature=r%2FXrOlX%2BFh71TaHF39fXo4yp3NE%3D,2023-02-08
https://www.tiktok.com/@pejabatrakyat/video/7194085372186397979,Bangun lah wahai rakyat..Anda sedang diperbodohkan😆 Bangun lah lap air kencing Anwar tu😑 #fyp  #pakatanharapan  #partianakberanak  #anwarpenipurakyat  #anwaribrahim  #nurulizzah  #politik  #malaysia  ,#fyp #pakatanharapan #partianakberanak #anwarpenipurakyat #anwaribrahim #nurulizzah #politik #malaysia,pejabatrakyat,62K,2023-01-29,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/owfHfHsUNAl7BrUtgI4orDePU2H9fRQHGEEGtQ?x-expires=1675854000&x-signature=DyTgUmW0fNnI0NdLDQnHtALvUpk%3D,2023-02-08
https://www.tiktok.com/@bendabetul/video/7194750017557597466,Mula-mula lantik diri sendiri untuk jawatan Menteri Kewangan. Lepas tu lantik anak sendiri pulak jadi penasihat ekonomi dan kewangan. Reformasi tu memang bungkus terus la kot. #bendabetul  #fyp  #reformasi  #pakatanharapan  #perikatannasional  #anwaribrahim  #pmx  #nurulizzah ,#bendabetul #fyp #reformasi #pakatanharapan #perikatannasional #anwaribrahim #pmx #nurulizzah,bendabetul,198.6K,2023-02-01,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/oU9Eh1l7oEAKAEYwxTI3DrfcBdhYnHt4ASBMzi~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/f5831d8e46af4cf5823adbdf9793a0d3.image?x-expires=1675854000&x-signature=dB0t12v5Vm00aYEvCcnhrZSjVM4%3D,2023-02-08
https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,Padunya kuasa anak Papa #kerajaanluartabii  #papaanwar  #phsayangzahid  #fyphoiyahoi  #puterireforbasi  #nurulizzah  ,#kerajaanluartabii #papaanwar #phsayangzahid #fyphoiyahoi #puterireforbasi #nurulizzah,sara.bakri2,237.4K,2023-02-02,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675854000&x-signature=xC8fpwQHc1%2Fdb4lAGwE%2B10hKHT8%3D,2023-02-08
https://www.tiktok.com/@kenmohamadofficial/video/7194325314808319258,Nurul Izzah Anwar jadi Penasihat PM tanpa gaji. Ada yang bergaji pun tak buat apa 🤣🤣🤣 #Malaysia  #DemiPertiwi  #KitaKawan  #MalaysiaMadani  #Perpaduan  ,#Malaysia #DemiPertiwi #KitaKawan #MalaysiaMadani #Perpaduan,kenmohamadofficial,1143,2023-01-30,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/oQj1X3lYI62eBGACEktXpDAyAV8MUPbeIQGnBD~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/fc94f58c7e574c20950493f86fd43f5a.image?x-expires=1675854000&x-signature=O6W4CWnnmfRFUgKc1aW2IYG0CQ0%3D,2023-02-08
https://www.tiktok.com/@kakirepott/video/7194018817687719194,untung anak papa #anwarzahid  #nurulizzahanwar  #fyp  #fyphoiyahoi  ,#anwarzahid #nurulizzahanwar #fyp #fyphoiyahoi,kakirepott,31.5K,2023-01-29,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oEEBWfxoyA1rhWzbItWyFnAohVSmn6Pt3vRAKg?x-expires=1675854000&x-signature=%2BYKk18JWqCuAqn4BhtYsQV6IfWM%3D,2023-02-08
https://www.tiktok.com/@ibnurrahmat81/video/7194086802112728346,M.A.D.A.N.I  MY ANAK DAN BINI…#fypシ゚viral  #kroni  #pnbest  #pas  #pobm  #ph  #umnomalaysia  #sembangkencang  #tolakpakatanhancing👎  ,#fyp #kroni #pnbest #pas #pobm #ph #umnomalaysia #sembangkencang #tolakpakatanhancing,ibnurrahmat81,1106,2023-01-29,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oQwXsuhIEhoxng6tkhfnWvjwj9Pz7BAmzA0KAN?x-expires=1675854000&x-signature=rI15kt5krjtBufxQelvOtE0APyQ%3D,2023-02-08
https://www.tiktok.com/@edirich769/video/7194481455081213210,,#,edirich769,68.9K,2023-01-31,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oAjEPuXjwB9EfAfVNDZIDs8BZ1C6Q6tDVc7zhU?x-expires=1675854000&x-signature=h55xz5ch2O1myxrhtXifsOilRjo%3D,2023-02-08
https://www.tiktok.com/@jebatgila7/video/7194274622777445658,#malaysia  #pakatanharapan  #zahidhamidi  #anwar  #rafiziramli  #fyp  #kroni  #kerajaanlawak  #pas  #barisannasional  #perikatannasional  #tuanguruhajiabdulhadi  #abah  ,#malaysia #pakatanharapan #zahidhamidi #anwar #rafiziramli #fyp #kroni #kerajaanlawak #pas #barisannasional #perikatannasional #tuanguruhajiabdulhadi #abah,jebatgila7,1338,2023-01-30,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/ogfQgSZxAQJCzKPjVh0BDH3MVDQYIBeuXmB1bn?x-expires=1675854000&x-signature=gxYxgIw%2Fta1LCtZp9v1svS2lORw%3D,2023-02-08
https://www.tiktok.com/@rakannurulizzahanwar/video/7165536128626478362,Nurul Izzah Anwar ✅✅✅✅ Ciri-ciri yang boleh bawak perubahan ✊🏼 #NurulIzzahAnwar  #HARAPAN  #pru15  #KitaBoleh  #ge15  #myPM  ,#NurulIzzahAnwar #HARAPAN #pru15 #KitaBoleh #ge15 #myPM,rakannurulizzahanwar,297.9K,2022-11-02022,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/2bb570822dc14292abc6f2fa2d7dadee_1668356408~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/1ef74464e16149a2af188b3854bc6282.image?x-expires=1675854000&x-signature=czuL6tXtcupBf9UjhW6zsNOfIG8%3D,2023-02-08
https://www.tiktok.com/@user3308165313233/video/7170023713629343003,Love u papa 🖤 #esekeli  #fyp  #nurulizzah  #fans  #dsai  #pm10  ,#esekeli #fyp #nurulizzah #fans #dsai #pm10,user3308165313233,728.2K,2022-11-02022,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oMEBiKAxQwBCVfwaO7OzqoABn4hNAHwj9IpzhI?x-expires=1675854000&x-signature=l5IgKT5DkmGIeZBWCOOa0NJFUVU%3D,2023-02-08
https://www.tiktok.com/@boom.malaysia/video/7172401578060696859,"Nakal juga YB Nurul Izzah ni ye, sanggup panjat tembok demi nak pergi tengok konsert hahha.  #trending  #viral  #beritaterkini  #isusemasa  #nurulizzahanwar  #pakatanharapan  #farafauzana  #hotfm  #assunta  #gosipartis  #artismalaysia  #hangat  #panas  #fyp  #foryoupage  ",#trending #viral #beritaterkini #isusemasa #nurulizzahanwar #pakatanharapan #farafauzana #hotfm #assunta #gosipartis #artismalaysia #hangat #panas #fyp #foryoupage,boom.malaysia,212.1K,2022-12-02022,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/d7b0ee2ca5874297a65b921c2e1c6428_1669954900?x-expires=1675854000&x-signature=gXx1sPL1oSh%2Bj%2FsbcCqOvlT0toE%3D,2023-02-08
https://www.tiktok.com/@pinography/video/7141988315120651547,HEBAT! TERUSKAN PERJUANGAN PUTERI REFORMASI YANG HEBAT DALAM PERJUANGANNYA. #nurulizzahanwar  #nurulizzah  #malaysia  #hebat  #debat  #perjuangan  #pkr  #ummo  #muda  #dap  #amanah  #pn  #barisannasional  #pakatanharapan  #parlimen  #parlimenMalaysia  #wanita  #menteri  #fight  #politik  #politics  #politicians  #ahliparlimen  #merdeka  #fyp  #fypage  #fypシ  #fyppppppppppppppppppppppp  ,#nurulizzahanwar #nurulizzah #malaysia #hebat #debat #perjuangan #pkr #ummo #muda #dap #amanah #pn #barisannasional #pakatanharapan #parlimen #parlimenMalaysia #wanita #menteri #fight #politik #politics #politicians #ahliparlimen #merdeka #fyp #fypage #fyp #fyppppppppppppppppppppppp,pinography,1.2M,2022-09-02022,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/addece940f2841f0b29d53a01cd906c3_1662873755?x-expires=1675854000&x-signature=EPK8baFtlZ0PSrf1C%2BAFUg0U0BA%3D,2023-02-08
https://www.tiktok.com/@azurenolyn/video/7172835234956741915,Santai santai je ye..Sedap dengar suara Nurul Izzah ni 🥰 sopan tapi tegas..#fypシ゚viral  #fyppppppppppppppppppppppp  #dsaipm10  #reformasi  #nurulizzahanwar  #puterireformasi  ,#fyp #fyppppppppppppppppppppppp #dsaipm10 #reformasi #nurulizzahanwar #puterireformasi,azurenolyn,269.7K,2022-12-02022,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oMwBLnHb8Wpj8DAeIW0wVDOnQD2CPfBlBZicQj?x-expires=1675854000&x-signature=s6iQzEratfFl6451eXcwfGXQmc4%3D,2023-02-08
https://www.tiktok.com/@potretkehidupan84/video/7139210661128654106,Reply to @mummymithmithhy  betul tu. Nurul Izzah ni dari umur 17 dah struggled dengan mak dia berjuang mempertahankan maruah dan keadilan ayahnya yang dipijak2. Menangis Izzah bila mak dia cerita balik apa dia buat masa umur 17 nak tolong ayah dia.  #wanazizah  #nurulizzah  #nurulizzahanwar  #anwaribrahim  #indonesia  #abangbomba  #bomba  #rafiziramli  #pru15  #ayuhmalaysia  #malaysia  #kakwan  #sajat ,#wanazizah #nurulizzah #nurulizzahanwar #anwaribrahim #indonesia #abangbomba #bomba #rafiziramli #pru15 #ayuhmalaysia #malaysia #kakwan #sajat,potretkehidupan84,422.3K,2022-09-02022,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/b6486c2c79554a9293f1b2f742e01370_1662227056?x-expires=1675854000&x-signature=TkJ41Y6WrJVuoVjhHGlLF9mn1uA%3D,2023-02-08
https://www.tiktok.com/@potretkehidupan84/video/7182736583433391386,"Terpaksa private video sebelum ni sebab ramai ingat tu video baru, walaupun dah lama berlalu, semoga semua reformis ingat yg jalan ini tidak mudah, semoga DSAI terus istiqamah #anwaribrahim  #rafiziramli  #nurulizzahanwar  #nurulizzah  #wanazizah  #reformasi  #dsai  #pm10  #sabah  #sarawak  #malaysia ",#anwaribrahim #rafiziramli #nurulizzahanwar #nurulizzah #wanazizah #reformasi #dsai #pm10 #sabah #sarawak #malaysia,potretkehidupan84,595.6K,2022-12-02022,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/c13aba152e3548ce84634db785afeeed_1672361230?x-expires=1675854000&x-signature=8DWiH%2BZlkwBUUz9xIXRPsQXg5DY%3D,2023-02-08
https://www.tiktok.com/@thesiakapkeli/video/7169484657879289115,Anak mana tak bangga dengan ayah sendiri kan 🫶🏼✨ #TrendingNewsMalaysia  #BeritaDiTikTok  #NewsAtTikTok  #nurulizzahanwar  #anwaribrahim  ,#TrendingNewsMalaysia #BeritaDiTikTok #NewsAtTikTok #nurulizzahanwar #anwaribrahim,thesiakapkeli,246.2K,2022-11-02022,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/o0AbjefSAFGWTnAlQSINHFV6bSDJfNq8AEEfIO~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/4784718fdcad41bd9730118393566357.image?x-expires=1675854000&x-signature=e5LmFC5A3TDgLEQw346ElDUJtDE%3D,2023-02-08
https://www.tiktok.com/@fatimahzahrah88/video/7165763758449609986,Makcik pun dah meluat dah dgn mereka ni. #fyp  #fypviral  #foryoupage  #pakatanharapan  #nurulizzah  #permatangapauh  #tolakph  #pru15  #malaysiamemilih ,#fyp #fypviral #foryoupage #pakatanharapan #nurulizzah #permatangapauh #tolakph #pru15 #malaysiamemilih,fatimahzahrah88,659.4K,2022-11-02022,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oUrCfeDEBMgbDC4EeGSRA6gjOJIEQvUin8zLDA?x-expires=1675854000&x-signature=fwo%2FlngvhVE9dLF2m%2FhVnSx9Tx4%3D,2023-02-08
https://www.tiktok.com/@freemalaysiatoday/video/7167925489011592474,#NurulIzzahAnwar  hilang #PermatangPauh  kerusi tradisi keluarga #FMTNews  #KerusiParlimen  #PRU15  #MalaysiaMengundi  #MalaysiaVotes  #GE15  #PRU15  #BeliaSediaUndi  #trendingnewsmalaysia  #beritaditiktok  #fyp  ,#NurulIzzahAnwar #PermatangPauh #FMTNews #KerusiParlimen #PRU15 #MalaysiaMengundi #MalaysiaVotes #GE15 #PRU15 #BeliaSediaUndi #trendingnewsmalaysia #beritaditiktok #fyp,freemalaysiatoday,390.9K,2022-11-02022,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/3ef365451cda4cb18d9230f898d86ae5_1668912752~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/47a3207e95ac42a9b433ab0871cc1a28.image?x-expires=1675854000&x-signature=GWd%2BxN1QjOeCgXmGC44BdKao%2FX0%3D,2023-02-08
https://www.tiktok.com/@asratmalaysia/video/7116174014896262427,"Ahli Politik yang benar benar belerja untuk rakyat, jawab di akhirat kelak #CapCut  #fyp  #fypシ  #fypシ゚viral  #asratkongsi  #malaysia  #malaysiatiktok  #nurulizzah  #anwaribrahim ",#CapCut #fyp #fyp #fyp #asratkongsi #malaysia #malaysiatiktok #nurulizzah #anwaribrahim,asratmalaysia,288.8K,2022-07-02022,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/457ec66a2c85450b989614784f7e9f7c_1656863389?x-expires=1675854000&x-signature=3Sp4OhjOpL7twotWJtAS%2Bub3FJ0%3D,2023-02-08
https://www.tiktok.com/@malaysiatimes/video/7117264004560473371,Dato Seri Anwar Ibrahim menjelaskan situasi sebenar ketika Lim Guen Eng menjadi menteri kewangan 👍#AnwarIbrahim # Reformasi # AmiruddinShaari # SaifuddionNasution # AthonyLoke # NurulIzzahAnwar # KamilMunim # DrDzul # RafiziRamli#A damAdli # KeadilanRakyat # Keadilan # PKR # PakatanHarapan # AyuhMalaysia # Seangkatan # fyp # foryourpage ,#AnwarIbrahim #A,malaysiatimes,497K,2022-07-02022,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/389859c4249b45a0a89b248567b65975_1657117187?x-expires=1675854000&x-signature=r%2Fhjvrdx62g1GWYqxaNHtObyZ8U%3D,2023-02-08
https://www.tiktok.com/@jason.yew/video/7152885890845576475,Nurul Izzah tiba di Ibu Pejabat KEADILAN untuk mesyuarat khas parti susulan pembubaran Parlimen #PRU15  #pakatanharapan  #undiPH  #nurulizzahanwar  #AyuhMalaysia  #IniUsahaKita  #foryou  ,#PRU15 #pakatanharapan #undiPH #nurulizzahanwar #AyuhMalaysia #IniUsahaKita #foryou,jason.yew,2.4M,2022-10-02022,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/26d93466b91a4af08549afd1523a54f4_1665411032?x-expires=1675854000&x-signature=pZ0RW8IvutNNp5YU41SbuG%2FdkcY%3D,2023-02-08
https://www.tiktok.com/@eytie85/video/7165446285049220379,YB Cantik.. flawless even x mekap #ybcantik  #PH  #pakatanharapan  #permatangpauh  #p044  #nurulizzahanwar  #pilihanmasing2  #fyp  ,#ybcantik #PH #pakatanharapan #permatangpauh #p044 #nurulizzahanwar #pilihanmasing2 #fyp,eytie85,3.7M,2022-11-02022,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/8435b50f0466467db4e8160ad68162d6_1668335481?x-expires=1675854000&x-signature=yYhLRIudzxKZWgvBktyc8otLyXI%3D,2023-02-08
https://www.tiktok.com/@thelassieakasia/video/7170225967019953435,"Dalam kegembiraan meraikan Dato Seri Anwar Ibrahim sebagai PM Malaysia ke-10, Jom sama-sama mendoakan agar Beliau dapat melaksanakan tanggungjawab besar ini dgn sebaik-baiknya  #harapanrakyat  #fyp  #fypp  #fypage  #fypdongggggggg  #fypシ゚viral  #fyppppppppppppppppppppppp  #fypgakni  #anwaribrahim  #dsaipm10  #pm10malaysia  #nurulizzahanwar  #nurulizzah  ",#harapanrakyat #fyp #fypp #fypage #fypdongggggggg #fyp #fyppppppppppppppppppppppp #fypgakni #anwaribrahim #dsaipm10 #pm10malaysia #nurulizzahanwar #nurulizzah,thelassieakasia,124.2K,2022-11-02022,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/35c7350d7c72490cbf22b524d490fa2e_1669448338?x-expires=1675854000&x-signature=czEOoAJ95pavuoeHjyS7H6XPChs%3D,2023-02-08
https://www.tiktok.com/@jason.yew/video/7127163734233025819,Jangan terlalu percaya pada orang yang berkuasa #nurulizzahanwar  #ayuhmalaysia  #KEADILAN  #PKR  #KEADILANuntukSemua  #foryou ,#nurulizzahanwar #ayuhmalaysia #KEADILAN #PKR #KEADILANuntukSemua #foryou,jason.yew,828.8K,2022-08-02022,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/e49c271a8bff4ec58ef61d9a3a8b9f1e_1659422133?x-expires=1675854000&x-signature=NXowfp1dDSSmzqDGx%2BHF9GrT%2FT8%3D,2023-02-08
https://www.tiktok.com/@freemalaysiatoday/video/7077815586050346267,"Kerajaan tiada rancangan haramkan #kahwin  bawah umur, kata menteri #FMTNews  #KahwinBawahUmur  #RinaHarun  #NurulIzzah ",#kahwin #FMTNews #KahwinBawahUmur #RinaHarun #NurulIzzah,freemalaysiatoday,121K,2022-03-02022,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/f8540c073e76417fbf5d910668f5c52a_1647932362~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/cc233ebac9f043bfa95105c8fc582600.image?x-expires=1675854000&x-signature=7VcvURFmmn%2FKInSWBugb%2F%2ByvUOE%3D,2023-02-08
