comment,username,nickname,likes,noOfRepliedComments,posted_date,extracted_date,video_link,video_likes,video_comments,video_shared,video_posted_likes
jakun,@noraishahkassim,Siti Noraishah ,0,0,1-4,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
piji buat hal😂🤣😂,@khairulizwanali,@@@@ ,0,0,1-4,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
jakun😂,@bundangahwancu,BundaNgah@Wancu ,0,0,2022-12-27,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
Berat2....,@zarul77selamat,Zarulselamat ,0,0,2022-12-25,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
peka punya menteri 😂,@al_seyed,Abdul Ade Madrukah ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
😂😂😂😂 poyoooo😂😂😂😂,@azudin_nfc,NFC@noorazudin feedlot center ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
Indek pundek kata orang kampung tadi 🤣,@zulhelmi1975,Tik Toker ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
formula baru adalah kurang makan ayam.. paham.. paham.. paham😂😂😂😂😂,@sifoodonut,SifooDonut ,0,0,2022-12-23,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
rr gurau ngn press😁tp ada walaun komen koyak,@mihads0,mi hadS ,70,0,2022-12-23,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
baru tegur ke pasal mic dan hp🤣🤣🤣,@tarmizialias,TARMIZI ALIAS ,0,0,3d ago ,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
😁😁😁,@binzema1971,binzema1971 ,0,0,3d ago ,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
😂,@dila3902,dila3902 ,0,0,3d ago ,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
Menteri formula😁😁..,@jimmyoctavian2,ZIEMMIEY ,0,0,3d ago ,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
apa Hal mengilai2 tu? x dgr suara RR.,@user9681379714734,user9681379714734 ,0,0,3d ago ,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
