comment,username,nickname,likes,noOfRepliedComments,posted_date,extracted_date,video_link,video_likes,video_comments,video_shared,video_posted_date,video_views,video_image_link,sentiment,video_caption
🥰🥰🥰🥰🥰🥰,@raj201168,Raj201168 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
lagu banyak banyak. ni saiful yg diguna hahaahaha,@alxandlee,AlxandLee ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
🥰🥰🥰,@shamhjmcm2u,shamhjmcm2u ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
anak anwar dh ckup train mcm bapa,@unyungutup,YEM ,1,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,positive,test
😂😂😂😂😂penasihat papa,@wek1281,orangtua55 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
🥰🥰🥰comel,@horinnornor,horinnornor ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
anak papa,@user60r4040nqs,Maeil ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,neutral,test
🥰🥰🥰comel,@user1688069169430,user1688069169430 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
terhibur tmksih yb nurulizah😂😂,@awangsanusi217,awangsanusi217 ,1,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
depa pemain kata cm tu ka penasihat...😂😂,@azizahaffendi,azizahaffendi ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
Terbaik DSAI & Nurul Ezzah,@rinakarina767,rinakarina767 ,1,1,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,positive,test
😂🥰😂🥰🥰🥰🥰,@samthasub,san ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
cucuk2 nk mintak duit belanja tu😂😂😂😂,@elmansamsuddin,Nur ,1,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,neutral,test
🥰🥰🥰,@farramia_1979,farramia_1979 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
Sweet...,@makndak69,Makndak ,4,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
nurul izzah pn tahan gelak juga😂😂😂,@pakorateam,PAKORATEAM ,4,1,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
ini baru penasihat...hahahah,@mohamadnorisa,Mohamad Nor Isa ,4,1,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,neutral,test
🥰,@toslih22,fido encis ,1,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
terbaikkkkkk,@ms.niahh,ms ,4,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
Comey 🥰,@arillreview,Arill Review ,3,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
aun mesti panas tgk nie.. kah3😁😁😁,@smart13lastname,En Alter ,4,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,positive,test
terbaik lah,@fdxminato,♦   GEEK FAM   ♦ ,2,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,positive,test
sukanya dpt jawatan dlm gov abah,@ukpostbox44,ukpostbox44 ,4,13,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,neutral,test
🥰betul tu...DSAI dah berusia 75 tahun c salah anak dia jd PA,@istiharahcinta,sya77 ,3,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
🥰🥰😅😅,@mekpah_2,Saripah Nor ,1,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
🥰🥰🥰,@user2218698304557,user2218698304557 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
😅😅😅,@harjit733,user4344689195116 ,1,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
standard senior advisor... kahkahkah,@willyjonathanwilly,willie jonathan ,1,3,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
anak papa..bahagia nyerrrr😂😂😂,@jangannakalnakal,Jangan Nakal Nakal ,2,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,neutral,test
apahal tu😂😂😂,@ceoofriak7,Ceo Of Belagak ,2,3,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
😂😂,@hartinipisol,Har Tini ,3,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
NIA bg warning tu lama sgt bckp org lama menunggu ehee,@hny_hnym,hny_hnym ,2,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,neutral,test
😂😂 comel,@malikson52,malik son ,4,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
Kemesraan & manja Nurul Izzah dpt dilihat dari kecil lagi bila DSAI dipenjarakan. Begitu berusaha Nurul perjuang demi keadilan & bapa. Beruntung DSAI,@minopuamochi,minopuamochi ,0,0,"Saturday, 4 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,positive,test
🥰🥰🥰🥰,@user5696798829212,Mawarberduri🥰 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
presiden ku,@fita12348,aceh rantou ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
Pilihan yg paling tepat...sambil bekerja sambil menjaga ayahanda😍😍😍,@nurputri_catlove,nurputri ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
anak papa 😂😂😂,@user5082336014012,user5082336014012 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,neutral,test
ayah oh ayah🤣,@masfight2,masfight322 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,neutral,test
ting ting ting tang teng tang tang😂😂😂😂,@jordaxdmax,pisang cheese ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,neutral,test
family business,@robertchewapp,Robert ,0,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
Malaysia maju jaya kerana DSAI terbaik,@santharamohanmohan,Santhara Mohan Mohan ,0,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,positive,test
cucuk untuk dapat jawatan timbalan menteri kewangan kanan,@hasri79zahra,Hasri79 Zahra ,0,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,positive,test
Mesti bnyk penyakau dan sekutunya koyak lagi ni🤣🤣😂,@mohammadrahmadmad,Naqeeb19 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
cucuk belakang trade mark bosku,@user2911400248961,. ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,neutral,test
🤣🤣🤣🐬🐬,@delimaflower,delimaflower ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@funnyhippopotamus/video/7195126534770806043,8411,353,195,"Thursday, 2 February, 2023",563.1K,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ba79301c3e54c298f19aa14fb8dad59_1675245952~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/d6ea58013d93463db02adfd8bf8e9502.image?x-expires=1675767600&x-signature=RDGi%2F6k%2BQ%2FMZse%2BncyJkxS0ePbU%3D,negative,test
